Login Timestamp,User ID,IP Address,Country,Region,City,Browser Name and Version,Device Type,Login Successful
45:24.6,8.76E+18,92.220.155.110,NO,Vestland,Bergen,Chrome 69.0.3497.17.19,desktop,FALSE
45:25.0,-4.32E+18,113.21.74.160,IN,West Bengal,Kolkata,Chrome Mobile WebView 80.0.3987,mobile,FALSE
45:25.2,-7.88E+17,156.52.54.27,NO,Viken,Gressvik,Chrome 85.0.4163,desktop,FALSE
45:25.4,-6.19E+18,66.68.233.240,US,Texas,McAllen,Chrome Mobile WebView 85.0.4183,mobile,FALSE
45:25.7,9.01E+18,51.175.159.252,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,tablet,TRUE
45:27.0,-3.93E+18,187.73.163.218,BR,Minas Gerais,Machado,Chrome 69.0.3497.17.19,desktop,FALSE
45:27.2,-2.59E+18,152.93.19.142,NO,Rogaland,Sandnes,Android 2.0,mobile,TRUE
45:27.8,4.14E+18,80.203.192.188,NO,Oslo County,Oslo,Chrome 72.0.3626.55,desktop,TRUE
45:30.2,-4.32E+18,10.0.1.33,DK,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
45:30.3,-4.32E+18,103.20.90.20,ID,East Java,Surabaya,Opera Mini 19.0.2254,mobile,FALSE
45:31.2,7.31E+18,176.107.143.231,PL,Mazovia,Warsaw,Firefox 20.0.0.1681,mobile,TRUE
45:31.6,-4.32E+18,158.149.139.54,NO,-,-,Firefox 20.0.0.1618,mobile,FALSE
45:31.6,4.62E+18,92.221.154.154,NO,Møre og Romsdal,Kleppe,Android 2.3.3.2672,mobile,TRUE
45:32.8,-7.43E+17,80.203.214.75,NO,Viken,Hokksund,Chrome 72.0.3626.56,desktop,TRUE
45:33.0,4.69E+17,66.68.93.191,US,Texas,Austin,Firefox 20.0.0.1618,mobile,TRUE
45:35.6,1.55E+18,10.0.160.26,NO,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
45:36.3,2.07E+18,37.97.17.9,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
45:36.4,4.94E+17,37.148.220.204,AU,-,-,Chrome Mobile WebView 85.0.4183,mobile,TRUE
45:36.6,-5.62E+18,158.248.40.182,NO,Vestland,Bergen,Android 2.0.0.2442,mobile,FALSE
45:37.3,-4.32E+18,176.97.52.166,PL,Warmia-Masuria,Bartoszyce,Android 2.2.0.2630,mobile,FALSE
45:37.7,-4.32E+18,109.74.191.177,NO,Viken,Naersnes,Chrome 69.0.3497.17.19,desktop,FALSE
45:38.2,4.59E+18,109.247.220.88,NO,Vestland,Bergen,Chrome 86.0.4202,desktop,TRUE
45:40.1,-6.37E+18,109.74.176.207,NO,Oslo County,Oslo,Chrome 90.0.4411,desktop,TRUE
45:40.9,-4.32E+18,77.106.146.79,NO,Innlandet,Raufoss,Chrome 90.0.4411,desktop,FALSE
45:42.3,-3.24E+18,170.39.78.177,US,-,-,Chrome Mobile 81.0.4044.1931,mobile,TRUE
45:43.1,1.16E+18,109.247.25.17,NO,Agder,Lindesnes,Chrome 69.0.3497.17.19,desktop,TRUE
45:44.4,3.85E+17,23.137.225.194,US,-,-,Firefox 20.0.0.1618,mobile,FALSE
45:44.6,-5.01E+18,10.0.62.13,NO,Viken,Trollasen,Chrome 87.0.4280.408.410,mobile,TRUE
45:44.8,-2.28E+18,37.191.196.113,NO,Oslo County,Oslo,Chrome 86.0.4202,desktop,TRUE
45:46.9,4.95E+18,81.166.160.19,NO,Viken,Mjondalen,Android 2.3.3.2672,mobile,TRUE
45:49.9,-4.32E+18,156.52.83.9,BR,-,-,Opera Mobile 52.1.2254.2413,mobile,FALSE
45:51.7,-4.32E+18,23.137.224.144,US,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
45:51.8,5.96E+18,88.218.208.3,DE,-,-,Chrome Mobile WebView 80.0.3987,mobile,TRUE
45:52.3,-3.04E+18,139.164.104.59,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
45:53.0,5.85E+18,95.169.60.0,NO,Innlandet,Lillehammer,Chrome 90.0.4411,desktop,TRUE
45:53.3,6.31E+18,92.221.250.22,NO,Viken,Sandvika,Chrome 79.0.3945.192.218,desktop,TRUE
45:53.6,-5.08E+18,10.0.61.93,NO,Oslo County,Oslo,Android 2.3.6,mobile,TRUE
45:53.8,-4.98E+18,37.191.170.240,NO,Oslo County,Oslo,Chrome Mobile WebView 85.0.4183,mobile,FALSE
45:54.5,-4.32E+18,156.52.83.9,BR,-,-,Chrome 72.0.3626.58,desktop,FALSE
45:54.9,-4.32E+18,209.236.117.212,US,-,-,Chrome Mobile WebView 80.0.3987,mobile,FALSE
45:55.5,-3.83E+18,139.164.62.62,NO,-,-,Chrome 86.0.4202,desktop,TRUE
45:56.3,2.93E+18,185.82.200.219,AU,-,-,Chrome Mobile 51.0.2704,mobile,TRUE
45:56.8,-4.32E+18,10.0.117.53,NO,Vestland,Askvoll,Android 2.3.3.2672,mobile,FALSE
45:57.0,-4.32E+18,176.107.142.131,PL,Mazovia,Warsaw,Chrome Mobile WebView 78.0.3904,mobile,FALSE
45:57.4,-4.32E+18,170.39.76.210,US,-,-,Chrome Mobile 63.0.3239,mobile,FALSE
46:00.3,-6.47E+18,158.248.119.61,NO,Vestland,Bergen,Chrome 86.0.4202,desktop,TRUE
46:00.9,8.28E+18,170.39.78.252,US,-,-,Snapchat 11.8.1,mobile,FALSE
46:01.4,-9.05E+18,139.164.54.1,NO,-,-,Chrome 79.0.3945.192.203,desktop,TRUE
46:02.1,-4.32E+18,199.26.84.170,US,-,-,Chrome Mobile 81.0.4044.1931,mobile,FALSE
46:02.3,-4.32E+18,10.0.181.179,BD,-,-,Chrome 84.0.4147.338.339,desktop,FALSE
46:02.4,-7.60E+18,81.166.246.255,NO,Rogaland,Haugesund,Edge 81.0.416,desktop,TRUE
46:02.6,9.13E+18,38.135.39.102,US,-,-,Chrome Mobile 51.0.2704,mobile,TRUE
46:04.8,-4.32E+18,176.107.143.231,PL,Mazovia,Warsaw,Firefox 20.0.0.1681,mobile,FALSE
46:08.2,-1.53E+18,10.0.175.82,NO,Vestland,Torvikbygd,Chrome 69.0.3497.17.19,desktop,TRUE
46:08.5,-8.30E+18,82.147.58.93,NO,Oslo County,Oslo,Android 2.3.3.2672,mobile,TRUE
46:08.6,-8.76E+18,10.0.183.40,MD,Telenesti,Cazanesti,Chrome Mobile WebView 85.0.4183,mobile,TRUE
46:09.1,-7.21E+18,170.39.78.176,US,-,-,Chrome Mobile 81.0.4044.2000,mobile,TRUE
46:09.4,9.13E+18,38.135.39.102,US,-,-,Chrome Mobile 51.0.2704,mobile,TRUE
46:10.4,-4.32E+18,80.211.248.182,PL,Mazovia,Warsaw,Chrome Mobile 81.0.4044.1949,mobile,FALSE
46:10.6,-4.32E+18,92.221.154.154,NO,Møre og Romsdal,Kleppe,Android 2.3.3.2672,mobile,FALSE
46:11.5,-4.32E+18,27.123.0.40,ID,Jakarta,Jakarta,Android 2.3.3.2672,mobile,FALSE
46:11.8,-2.88E+18,80.69.202.186,DE,Hesse,Witzenhausen,Chrome Mobile WebView 85.0.4183,mobile,TRUE
46:12.0,7.60E+18,51.175.59.45,NO,Viken,Solbergelva,Chrome 69.0.3497.17.19,desktop,FALSE
46:12.8,-4.32E+18,185.82.200.219,AU,-,-,Chrome Mobile 51.0.2704,mobile,FALSE
46:13.2,-1.64E+18,158.149.18.107,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
46:14.4,-4.32E+18,77.106.161.131,NO,Innlandet,Fagernes,Chrome 69.0.3497.17.19,desktop,FALSE
46:15.4,5.44E+18,170.39.76.210,US,-,-,Chrome Mobile 63.0.3239,mobile,TRUE
46:16.2,-4.32E+18,10.0.105.195,IN,-,-,Firefox 20.0.0.1618,mobile,FALSE
46:16.7,8.73E+17,103.250.151.168,IN,Gujarat,Siddhapur,Chrome Mobile WebView 85.0.4183,mobile,TRUE
46:17.5,8.80E+18,79.161.95.103,NO,Viken,Moss,Edge 81.0.416,desktop,TRUE
46:18.2,-4.32E+18,79.160.104.53,BR,-,-,Android 2.3.3.2672,mobile,FALSE
46:19.1,-6.86E+18,152.93.4.37,NO,Rogaland,Sandnes,Chrome Mobile WebView 85.0.4183,mobile,TRUE
46:21.7,-4.32E+18,83.243.253.230,NO,Møre og Romsdal,Ålesund,Android 2.3.3.2672,mobile,FALSE
46:21.7,-6.62E+18,81.166.20.84,BR,-,-,Android 2.3.3.2672,mobile,FALSE
46:22.2,-4.32E+18,10.0.105.195,IN,-,-,Firefox 20.0.0.1618,mobile,FALSE
46:22.8,3.69E+18,51.174.41.230,NO,Rogaland,Stavanger,Chrome 69.0.3497.17.19,desktop,TRUE
46:25.2,-4.11E+18,89.162.1.49,NO,Nordland,Bodø,Chrome Mobile WebView 85.0.4183,mobile,FALSE
46:25.3,-4.32E+18,10.0.160.153,NO,-,-,Opera 65.0.3467,desktop,FALSE
46:25.8,-4.32E+18,37.191.162.246,NO,Oslo County,Oslo,Chrome Mobile WebView 85.0.4183,mobile,FALSE
46:27.3,-5.66E+18,84.209.10.130,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,TRUE
46:27.9,4.47E+18,37.97.12.76,NO,-,-,Chrome 69.0.3497.17.19,desktop,FALSE
46:28.2,-6.01E+18,10.0.183.198,NO,Oslo County,Oslo,Chrome 72.0.3626.75,desktop,TRUE
46:28.5,-4.32E+18,10.0.187.218,NL,North Holland,Amsterdam,Chrome Mobile 51.0.2704,mobile,FALSE
46:28.5,8.51E+18,182.50.190.42,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
46:28.7,-1.86E+18,10.0.77.224,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,TRUE
46:29.1,-3.93E+18,141.0.65.73,NO,Vestfold og Telemark,Sandefjord,Chrome 69.0.3497.17.19,desktop,TRUE
46:29.2,-4.32E+18,46.212.29.200,NO,Viken,Nesodden,Chrome 69.0.3497.17.19,desktop,FALSE
46:29.9,-1.65E+18,170.39.76.220,US,-,-,Chrome Mobile WebView 81.0.4044,mobile,FALSE
46:31.2,-4.32E+18,209.236.125.148,US,-,-,Chrome Mobile 81.0.4044.1923,mobile,FALSE
46:31.5,5.73E+18,170.39.79.164,US,-,-,Chrome Mobile 80.0.3987,mobile,TRUE
46:31.6,-4.32E+18,84.209.221.148,NO,Viken,Finstadjordet,Chrome Mobile WebView 85.0.4183,mobile,FALSE
46:31.6,5.67E+18,37.148.147.78,NO,Innlandet,Heradsbygd,Chrome 79.0.3945.192.209,desktop,FALSE
46:31.8,-4.32E+18,115.69.219.34,ID,East Java,Surabaya,Chrome Mobile WebView 85.0.4183,mobile,FALSE
46:32.0,-7.19E+18,79.161.166.165,NO,Vestfold og Telemark,Notodden,Chrome Mobile WebView 88.0.4324,mobile,TRUE
46:33.0,5.31E+18,46.212.44.24,NO,Oslo County,Oslo,Firefox 20.0.0.1673,mobile,TRUE
46:33.4,-4.32E+18,77.106.167.186,NO,Innlandet,Valer,Chrome Mobile WebView 85.0.4183,mobile,TRUE
46:34.5,7.98E+18,77.222.210.42,BR,-,-,Firefox 20.0.0.1618,mobile,FALSE
46:34.8,-8.80E+17,46.250.220.132,NO,Rogaland,Sandnes,Chrome 90.0.4411,desktop,TRUE
46:35.0,-4.32E+18,10.0.70.37,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,FALSE
46:37.0,-5.95E+18,10.0.160.77,NO,Viken,Sem,Chrome 69.0.3497.17.19,desktop,TRUE
46:37.9,-8.59E+18,51.175.211.164,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,TRUE
46:38.2,-8.80E+18,158.149.51.57,NO,-,-,Chrome Mobile 78.0.3904,mobile,TRUE
46:39.2,-6.31E+18,158.149.88.189,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
46:40.0,-7.19E+18,79.161.166.165,NO,Vestfold og Telemark,Notodden,Chrome Mobile WebView 88.0.4324,mobile,TRUE
46:42.4,-3.82E+18,10.0.77.227,NO,Oslo County,Oslo,Chrome 90.0.4411,desktop,TRUE
46:42.9,-4.32E+18,170.39.78.175,US,-,-,Android 2.2.2,mobile,FALSE
46:44.1,-4.32E+18,81.166.183.10,NO,Vestfold og Telemark,Sandefjord,Chrome Mobile WebView 80.0.3987,mobile,FALSE
46:44.9,-4.32E+18,10.0.3.89,RO,-,-,Chrome 72.0.3626.115,desktop,FALSE
46:45.1,-4.32E+18,10.0.3.72,RO,Buzau,Rusetu,Chrome 72.0.3626.115,desktop,FALSE
46:45.8,-4.07E+18,85.234.129.237,GB,-,-,Edge 87.0.664,desktop,TRUE
46:46.6,4.62E+18,92.221.154.154,NO,Møre og Romsdal,Kleppe,Android 2.3.3.2672,mobile,FALSE
46:46.7,3.69E+18,152.93.211.99,NO,Rogaland,Sola,Chrome Mobile WebView 80.0.3987,mobile,TRUE
46:47.2,6.71E+18,10.0.70.37,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,TRUE
46:48.3,-2.59E+18,170.0.93.65,AR,Entre Rios,Gualeguaychú,Android 2.3.3.2672,mobile,TRUE
46:50.7,4.88E+18,152.93.126.46,NO,Rogaland,Sandnes,Android 2.3.3.2672,mobile,TRUE
46:50.8,-4.32E+18,81.167.121.189,NO,Innlandet,Brandbu,Chrome 86.0.4202,desktop,FALSE
46:51.3,-2.81E+18,77.106.138.231,NO,Innlandet,Lillehammer,Firefox 20.0.0.1673,mobile,TRUE
46:51.9,3.05E+18,77.106.169.122,NO,Oslo County,Oslo,Android 2.3.3.2672,mobile,TRUE
46:52.0,-4.32E+18,77.72.58.219,FI,Uusimaa,Helsinki,Chrome Mobile 80.0.3987,mobile,FALSE
46:52.5,-4.32E+18,170.39.76.220,US,-,-,Chrome Mobile WebView 81.0.4044,mobile,FALSE
46:52.9,-4.32E+18,94.198.241.134,CZ,Hlavni mesto Praha,Prague,Chrome Mobile WebView 85.0.4183,mobile,FALSE
46:53.4,-4.32E+18,170.39.78.28,US,-,-,Chrome Mobile 81.0.4044.1944,mobile,FALSE
46:53.6,-4.32E+18,151.236.47.206,GB,England,Reading,Chrome 72.0.3626.90,desktop,FALSE
46:53.9,-7.32E+18,10.0.160.62,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
46:55.5,9.19E+18,10.0.183.79,RO,Arges,Curtea de Arges,Chrome 69.0.3497.17.19,desktop,TRUE
46:55.7,-4.32E+18,170.39.78.177,US,-,-,Chrome Mobile 81.0.4044.1931,mobile,FALSE
46:56.2,-4.32E+18,10.0.64.42,NO,-,-,Chrome 90.0.4411,desktop,FALSE
46:59.7,-1.38E+18,87.248.6.83,NO,Innlandet,Gjøvik,Chrome 69.0.3497.17.19,desktop,TRUE
47:01.4,-8.02E+18,84.234.254.197,NO,Rogaland,Stavanger,Chrome 86.0.4202,desktop,TRUE
47:01.7,-4.32E+18,170.39.77.254,US,-,-,Chrome Mobile 63.0.3239,mobile,FALSE
47:02.4,-6.80E+18,10.0.176.106,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,TRUE
47:03.1,1.85E+18,23.137.225.177,US,-,-,Android 2.2.2.2634,mobile,TRUE
47:03.5,-3.71E+18,199.26.84.65,US,-,-,IE Mobile 11.0,mobile,FALSE
47:03.7,-5.38E+18,115.69.219.34,ID,East Java,Surabaya,Chrome Mobile WebView 85.0.4183,mobile,FALSE
47:03.8,3.69E+18,95.130.223.186,NO,Viken,Fornebu,Chrome Mobile WebView 85.0.4183,mobile,TRUE
47:04.1,-2.96E+18,10.0.188.217,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
47:05.6,-7.47E+18,170.39.78.201,US,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
47:09.8,-3.28E+18,81.167.144.58,NO,Vestland,Urangsvag,Android 2.3.3.2672,mobile,TRUE
47:11.0,-8.74E+18,193.26.147.135,CA,-,-,Chrome Mobile 81.0.4044.1950,mobile,TRUE
47:11.7,3.97E+18,84.209.221.148,NO,Viken,Finstadjordet,Chrome Mobile WebView 85.0.4183,mobile,TRUE
47:12.1,3.16E+18,10.0.190.120,FR,North,Roubaix,Chrome 69.0.3497.17.19,desktop,TRUE
47:13.2,-4.80E+17,87.248.28.16,NO,Innlandet,Gjøvik,Chrome 86.0.4202,desktop,TRUE
47:14.1,-6.57E+18,92.221.168.50,NO,Oslo County,Oslo,Chrome Mobile WebView 85.0.4183,mobile,TRUE
47:14.5,-4.32E+18,79.161.71.15,NO,Vestland,Stord,Opera Mini 20.0.2254,tablet,FALSE
47:15.4,2.95E+18,92.221.9.238,NO,Rogaland,Stavanger,Chrome Mobile WebView 85.0.4183,mobile,FALSE
47:15.7,-4.32E+18,77.106.130.37,NO,Innlandet,Loten,Android 2.3.3.2672,tablet,FALSE
47:15.8,-5.10E+18,84.48.135.147,NO,Vestland,Florvag,Chrome 69.0.3497.17.19,desktop,FALSE
47:17.4,-8.10E+18,187.0.108.29,BR,Parana,Cambe,Chrome Mobile WebView 85.0.4183,mobile,FALSE
47:18.0,-1.48E+18,92.221.16.110,NO,Rogaland,Stavanger,Chrome 69.0.3497.17.19,desktop,TRUE
47:18.6,-4.32E+18,81.167.121.189,NO,Innlandet,Brandbu,Chrome 86.0.4202,desktop,FALSE
47:22.0,-4.32E+18,81.166.183.10,NO,Vestfold og Telemark,Sandefjord,Chrome Mobile WebView 80.0.3987,mobile,FALSE
47:22.3,-4.32E+18,79.160.141.134,NO,Innlandet,Lillehammer,Android 2.3.3.2672,mobile,FALSE
47:22.8,7.22E+18,80.203.101.31,NO,Viken,Fetsund,Chrome 69.0.3497.17.19,desktop,TRUE
47:23.7,-1.53E+18,31.185.28.50,NO,Viken,Fetsund,Firefox 20.0.0.1673,mobile,TRUE
47:24.2,-1.77E+18,89.238.76.118,DE,-,-,MiuiBrowser 12.5.10,mobile,TRUE
47:25.5,-4.32E+18,66.248.237.86,US,-,-,Chrome Mobile 81.0.4044.2000,mobile,FALSE
47:25.9,2.93E+18,185.82.200.219,AU,-,-,Chrome Mobile 51.0.2704,mobile,TRUE
47:28.0,-6.82E+18,81.166.116.24,NO,Rogaland,Stavanger,Chrome 90.0.4411,desktop,FALSE
47:28.2,8.06E+18,84.209.223.253,NO,Viken,Finstadjordet,Android 2.3.3.2672,mobile,TRUE
47:28.3,5.24E+18,80.203.223.105,NO,Viken,Hokksund,Chrome 86.0.4240.378.379,desktop,FALSE
47:29.0,-4.32E+18,109.74.191.177,NO,Viken,Naersnes,Chrome 69.0.3497.17.19,desktop,FALSE
47:29.3,-4.32E+18,185.70.97.110,TR,-,-,Chrome Mobile 81.0.4044.1949,mobile,FALSE
47:29.4,-4.32E+18,193.57.249.3,FR,-,-,Chrome 69.0.3497.17.19,desktop,FALSE
47:29.7,3.36E+18,10.0.237.23,BR,-,-,Chrome 86.0.4202,desktop,TRUE
47:30.0,-2.31E+18,156.52.189.44,NO,Viken,Fredrikstad,Chrome 69.0.3497.17.19,desktop,TRUE
47:30.6,-4.32E+18,51.174.176.62,BR,-,-,Android 2.3.3.2672,mobile,FALSE
47:30.9,-5.41E+18,152.93.193.190,NO,Rogaland,Sola,Android 2.3.6,mobile,TRUE
47:31.6,-8.50E+18,81.166.237.7,NO,Vestfold og Telemark,Larvik,Android 2.3.3.2672,mobile,TRUE
47:32.1,-4.32E+18,194.152.35.141,RU,Moscow,Moscow,Chrome 69.0.3497.17.28,desktop,FALSE
